ts,acc,pos
0.0,-0.0035296764819278,0.0
0.00500100020004,-0.000897254630818,3.285662926534471e-05
0.01000200040008,-0.0003757707090575,6.565166266350337e-05
0.01500300060012,-0.0013511629382606,9.836467313377628e-05
0.02000400080016,-0.0071385941004407,0.0001309753104205
0.0250050010002,-0.006883069656208,0.0001634633137008
0.03000600120024,-0.0053624339364812,0.0001958085241397
0.03500700140028,-0.0099891544965463,0.0002279908973666
0.04000800160032,-0.0066751662347798,0.0002599905158646
0.04500900180036,-0.0088783861512884,0.0002917876012642
0.0500100020004,-0.0096844110525034,0.0003233625265359
0.05501100220044,-0.0087825628496736,0.0003546958280717
0.0600120024004801,-0.0108864633729369,0.0003857682176502
0.0650130026005201,-0.0097686286451025,0.0004165605942767
0.0700140028005601,-0.0130374324178098,0.0004470540558915
0.0750150030006001,-0.0136415742807948,0.0004772299109393
0.0800160032006401,-0.0139619792362721,0.0005070696897925
0.0850170034006801,-0.0164596345350001,0.0005365551560213
0.0900180036007201,-0.0114608555975486,0.0005656683175042
0.0950190038007601,-0.0151193768633971,0.0005943914373715
0.1000200040008001,-0.0147411016344918,0.0006227070447763
0.1050210042008401,-0.0162446611427213,0.0006505979454844
0.1100220044008801,-0.019760194467244,0.0006780472322796
0.1150230046009201,-0.0182037985066207,0.0007050382951751
0.1200240048009602,-0.0194203424706384,0.0007315548314276
0.1250250050010002,-0.0208444265546725,0.0007575808553455
0.1300260052010402,-0.0210095332508762,0.0007831007078879
0.1350270054010802,-0.0238663702864261,0.0008080990660463
0.1400280056011202,-0.0223867394698126,0.0008325609520054
0.1450290058011602,-0.0228052458050262,0.0008564717420756
0.1500300060012002,-0.0239028437705237,0.000879817175394
0.1550310062012402,-0.0271393012935838,0.0009025833623872
0.1600320064012802,-0.0236193181661971,0.0009247567929909
0.1650330066013202,-0.0275274649639222,0.0009463243446229
0.1700340068013602,-0.0266149799374984,0.0009672732899034
0.1750350070014003,-0.0268536284834537,0.0009875913041183
0.1800360072014403,-0.0245984951029317,0.0010072664724219
0.1850370074014803,-0.0288902555291909,0.0010262872967743
0.1900380076015203,-0.0269849609781427,0.001044642702609
0.1950390078015603,-0.0261644095463568,0.0010623220452281
0.2000400080016003,-0.0277516534036253,0.0010793151159203
0.2050410082016403,-0.0295485988957869,0.0010956121477989
0.2100420084016803,-0.0310482680893607,0.0011112038213561
0.2150430086017203,-0.0303076794193826,0.0011260812697309
0.2200440088017603,-0.03027791674857,0.001140236083687
0.2250450090018003,-0.0299326619512385,0.0011536603162987
0.2300460092018403,-0.0320239737780053,0.0011663464873419
0.2350470094018804,-0.0299972566550248,0.0011782875873878
0.2400480096019204,-0.0311096787051538,0.0011894770815967
0.2450490098019604,-0.0325057352568621,0.0011999089132111
0.2500500100020004,-0.0286011073308829,0.001209577506745
0.2550510102020404,-0.0301362221806399,0.0012184777708686
0.2600520104020804,-0.0306374214360767,0.0012266051009862
0.2650530106021204,-0.0300429895664213,0.0012339553815071
0.2700540108021604,-0.0298321426017669,0.001240524987808
0.2750550110022005,-0.0329414119885531,0.0012463107878853
0.2800560112022404,-0.033728420361824,0.001251310143698
0.2850570114022804,-0.0267969843550755,0.0012555209121999
0.2900580116023205,-0.0293319918741871,0.0012589414460608
0.2950590118023605,-0.0318044727371936,0.0012615705940773
0.3000600120024005,-0.0319382945388411,0.0012634077012725
0.3050610122024405,-0.0294437936575645,0.0012644526086854
0.3100620124024805,-0.0320684506020807,0.0012647056528507
0.3150630126025205,-0.0332977153182162,0.0012641676649692
0.3200640128025605,-0.0323126307246098,0.0012628399697702
0.3250650130026005,-0.0331887760018228,0.0012607243840665
0.3300660132026405,-0.0347782444591097,0.0012578232150033
0.3350670134026805,-0.0298863504884194,0.0012541392580037
0.3400680136027205,-0.0304606448348656,0.0012496757944107
0.3450690138027605,-0.0294822654763796,0.001244436588828
0.3500700140028006,-0.0287209366363834,0.0012384258861632
0.3550710142028406,-0.0332689071077528,0.0012316484083732
0.3600720144028806,-0.0297910932143972,0.0012241093509161
0.3650730146029206,-0.0290302046280432,0.0012158143789113
0.3700740148029606,-0.0322371274594507,0.0012067696230105
0.3750750150030006,-0.0294698301554633,0.0011969816749833
0.3800760152030406,-0.0292748953530509,0.0011864575830198
0.3850770154030806,-0.029782140713592,0.0011752048467533
0.3900780156031206,-0.0316020189995183,0.0011632314120079
0.3950790158031606,-0.0290487563969429,0.0011505456652725
0.4000800160032006,-0.0269535759644115,0.0011371564279073
0.4050810162032406,-0.0255173298337736,0.0011230729500849
0.4100820164032807,-0.0282213622835523,0.0011083049044715
0.4150830166033207,-0.0285228803427272,0.0010928623796509
0.4200840168033607,-0.0270177938041699,0.0010767558732978
0.4250850170034007,-0.0230315340511392,0.0010599962851032
0.4300860172034407,-0.0243897867462076,0.0010425949094573
0.4350870174034807,-0.0247524717320712,0.0010245634278948
0.4400880176035207,-0.0265975741647438,0.0010059139013079
0.4450890178035607,-0.0252991596556841,0.0009866587619317
0.4500900180036007,-0.0227404841416973,0.0009668108051071
0.4550910182036407,-0.0218520010440486,0.0009463831808272
0.4600920184036807,-0.0212865807007367,0.0009253893850729
0.4650930186037207,-0.019999424601633,0.0009038432509426
0.4700940188037608,-0.0222952807098708,0.0008817589395819
0.4750950190038008,-0.0227408987802661,0.0008591509309204
0.4800960192038408,-0.0206347265815974,0.0008360340142202
0.4850970194038808,-0.0164860634368065,0.0008124232784426
0.4900980196039208,-0.0222689034041408,0.00078833410244
0.4950990198039608,-0.0219466392538486,0.0007637821449786
0.5001000200040008,-0.0158725858643074,0.0007387833345983
0.5051010202040408,-0.0161060605261307,0.0007133538593172
0.5101020204040808,-0.0125230921090628,0.0006875101561859
0.5151030206041208,-0.0134841502542352,0.0006612689006999
0.5201040208041608,-0.0148429083137491,0.0006346469960759
0.5251050210042009,-0.0143633723498214,0.0006076615623989
0.5301060212042409,-0.0123513655968803,0.0005803299256476
0.5351070214042809,-0.0107577401338146,0.0005526696066045
0.5401080216043209,-0.012264472379753,0.0005246983096584
0.5451090218043609,-0.0134975036407738,0.0004964339115057
0.550110022004401,-0.0112018086047796,0.0004678944497585
0.5551110222044409,-0.0065866622331118,0.0004390981114658
0.5601120224044809,-0.0091481141172663,0.0004100632215563
0.5651130226045209,-0.0067936372348161,0.0003808082312088
0.5701140228045609,-0.0074924493586326,0.0003513517061585
0.5751150230046009,-0.0096579512698337,0.0003217123149462
0.580116023204641,-0.0034231461275165,0.0002919088171183
0.585117023404681,-0.0083306437775124,0.0002619600513839
0.590118023604721,-0.0031534108708462,0.0002318849237375
0.595119023804761,-0.0016969804686139,0.0002017023955551
0.600120024004801,-0.0017114354620602,0.0001714314716697
0.605121024204841,-0.0030895193145307,0.0001410911884347
0.6101220244048811,-0.001069874558051,0.000110700601783
0.615123024604921,-0.0019382384478608,8.027877528827358e-05
0.620124024804961,0.0001482471164411,4.984476823639286e-05
0.625125025005001,0.0013795500613661,1.941762371488128e-05
0.630126025205041,0.0029934350143141,-1.0983643273096075e-05
0.635127025405081,0.0071397697366392,-4.134005766210964e-05
0.640128025605121,0.0062201688849967,-7.163269613810394e-05
0.6451290258051611,0.0032177428425245,-0.0001018426989049
0.6501300260052011,0.0044680623066201,-0.0001319512813964
0.6551310262052411,0.0098025723319489,-0.0001619397459268
0.6601320264052811,0.00642182872004,-0.0001917894932725
0.6651330266053211,0.0043219141381973,-0.0002214820341772
0.670134026805361,0.0101303261135497,-0.0002509990007748
0.6751350270054011,0.0078581745107645,-0.0002803221579211
0.6801360272054411,0.0127589006927175,-0.0003094334144295
0.6851370274054811,0.0094572506898354,-0.0003383148342013
0.6901380276055211,0.010900906655912,-0.0003669486472467
0.6951390278055611,0.0089521487679344,-0.0003953172605867
0.7001400280056012,0.0149353905152342,-0.0004234032690318
0.7051410282056412,0.0126097685102396,-0.0004511894658291
0.7101420284056812,0.0143024809187609,-0.0004786588531725
0.7151430286057212,0.0166748900292189,-0.0005057946525688
0.7201440288057612,0.0132668763707694,-0.000532580315054
0.7251450290058012,0.0144612420506519,-0.0005589995312533
0.7301460292058412,0.0154039628018688,-0.0005850362412784
0.7351470294058812,0.0115351460390063,-0.0006106746444568
0.7401480296059212,0.0145363263992748,-0.0006358992088868
0.7451490298059612,0.0151669434611868,-0.0006606946808125
0.7501500300060012,0.0193823876065863,-0.0006850460938132
0.7551510302060412,0.0191093325335861,-0.0007089387778015
0.7601520304060813,0.0200153170098276,-0.0007323583678253
0.7651530306061213,0.0198317333896885,-0.0007552908126674
0.7701540308061613,0.0209315119086803,-0.0007777223832388
0.7751550310062013,0.0247718889660841,-0.0007996396807601
0.7801560312062413,0.0226153041272004,-0.0008210296447253
0.7851570314062813,0.023205828461478,-0.0008418795606454
